"","Scenario","SLR","Rainfall","maxcontents","maxstructure","df10cm","bruun_factor","Av_ppl"
"3820",3820,0.88,24.1,2294.43,7926,0.06,24,2.6
"3821",3821,0.33,6.9,2412.44,6419,0.06,39,2.5
"3822",3822,0.4,-4.7,1981.77,5066,0.05,47,2.4
"3823",3823,0.73,12.6,1574.48,4402,-0.09,34,2.2
"3824",3824,0.75,9,531.06,9972,0,89,2.8
"3825",3825,0.86,10.5,1525.93,8907,-0.06,47,2.2
"3826",3826,0.74,15.4,1305.14,4869,0.1,73,2
"3827",3827,0.43,7.1,512.3,7101,0.09,91,2.7
"3828",3828,0.42,20,847.5,6886,-0.05,22,2.8
"3829",3829,0.97,-5.9,1035.75,4986,0.04,19,2.8
"3830",3830,0.69,25.7,1517.49,8781,0.08,39,2.3
"3831",3831,0.98,-0.8,2100.98,4168,-0.05,90,2.3
"3832",3832,0.78,19,640.6,7142,0.01,82,2.3
"3833",3833,0.59,20.6,1080.25,4052,0,66,2.4
"3834",3834,0.32,22.2,1768.49,7930,-0.08,80,2.8
"3835",3835,0.8,-2,1286.37,5406,0.1,21,2.8
"3836",3836,0.25,11.3,672.01,8677,-0.05,13,2.2
"3837",3837,0.56,24.1,1941.57,5699,-0.08,13,2.3
"3838",3838,0.6,22.1,692.52,6081,-0.07,42,2.9
"3839",3839,0.69,20.8,1746.91,7076,-0.09,19,2.1
"3840",3840,0.4,-4.8,1345.38,7158,-0.09,58,2.9
"3841",3841,0.89,10.9,605.34,9220,0.04,34,2.3
"3842",3842,0.2,27,951.64,6093,0.06,31,2.5
"3843",3843,0.81,15.7,878.19,5402,-0.02,69,3
"3844",3844,0.61,2.2,539.06,5894,0,21,2.3
"3845",3845,0.18,25.1,1235.51,5408,-0.08,30,2.5
"3846",3846,0.75,-7.3,1360.43,4847,0.09,55,2.5
"3847",3847,0.63,1.8,2453.32,4990,0.08,71,2.7
"3848",3848,0.64,15.4,1110.64,8544,0.01,67,2.8
"3849",3849,0.82,21.5,689.63,4118,0.07,24,2.6
"3850",3850,0.06,-9.9,2460.79,8952,-0.09,98,2.5
"3851",3851,0.27,8.9,1001.81,5313,0.07,48,2
"3852",3852,0.38,20,2175.21,9821,0.08,26,2.5
"3853",3853,0.15,11.1,1110.89,9237,0.07,87,2.4
"3854",3854,0.29,19.1,1944.53,8405,-0.03,41,2.9
"3855",3855,0.15,8.7,2303.33,5155,0.02,32,2.6
"3856",3856,0.01,-2.5,1069,5075,-0.05,87,2.9
"3857",3857,0.31,5.8,1880.42,5633,0.02,97,2.3
"3858",3858,0.33,-2.1,2431.65,4007,-0.06,57,2.1
"3859",3859,0.53,20.4,884.11,4770,0.08,33,2.6
"3860",3860,0.24,0.8,1161.25,9862,0.09,39,2.3
"3861",3861,0.02,22,1137.62,5485,-0.03,79,2.8
"3862",3862,0.26,26.9,797.9,6701,-0.07,62,2.6
"3863",3863,0.22,18.6,2088.8,7112,-0.05,23,2.3
"3864",3864,0.93,-10,1698.47,9717,-0.01,82,2.2
"3865",3865,0.57,7.1,698,6726,0,53,2.5
"3866",3866,0.65,3.9,2231.05,6589,-0.09,17,3
"3867",3867,0.75,-6.1,1527.68,6847,-0.01,59,2.1
"3868",3868,0.1,23.4,842.9,4408,-0.09,92,2.8
"3869",3869,0.05,-0.8,2488.91,9973,-0.06,18,2.5
"3870",3870,0.82,21.4,2450.27,4855,0.07,78,2.1
"3871",3871,0.08,0.2,2325.75,6698,0.04,12,2.5
"3872",3872,0.91,17.1,1810,9478,-0.01,28,2.4
"3873",3873,0.49,-5.7,1249.82,4009,0.02,17,2.3
"3874",3874,0.21,10,916.53,8824,0.01,48,2.1
"3875",3875,0.38,14.6,2306.18,5504,-0.04,93,2.4
"3876",3876,0.79,28,2275.14,8903,-0.1,72,2.6
"3877",3877,0.12,29.6,1302.21,8621,0.05,44,2.5
"3878",3878,0.32,11.5,771.82,4234,-0.04,37,2.5
"3879",3879,0.42,-6.4,1544.14,9415,-0.01,19,2.9
"3880",3880,0.43,-4.8,2308.88,7429,-0.05,21,2.3
"3881",3881,0.02,2.3,612.24,6210,-0.07,89,2.2
"3882",3882,0.44,2.9,2331.78,9846,-0.03,19,2.2
"3883",3883,0.91,13.8,2186.63,9105,-0.1,91,2.9
"3884",3884,0.31,1.1,2248.01,7839,-0.09,52,2.9
"3885",3885,0.22,24.1,1280.48,9311,-0.04,16,2.6
"3886",3886,0.29,10,1087.17,7543,0.01,86,2.6
"3887",3887,0.72,29.5,1222.97,7968,-0.02,24,2.1
"3888",3888,0.66,3.3,2362.07,5272,-0.01,75,2.6
"3889",3889,0.56,-7.1,1702.92,7042,0.02,44,2.8
"3890",3890,0.79,5.2,2176.75,8675,0.03,47,2.4
"3891",3891,0.15,14.6,1476.93,8198,0,83,2.5
"3892",3892,0.81,2.6,1531.71,8326,0.01,46,2.1
"3893",3893,0.4,8.7,857.12,7120,-0.01,32,2.8
"3894",3894,0.21,4.3,1831.65,4788,-0.02,67,2.4
"3895",3895,0.84,29.4,1587.65,9770,-0.06,51,3
"3896",3896,0.13,19.2,813.32,8501,0.09,98,2.9
"3897",3897,0.89,29,1686.48,8634,0,68,2.7
"3898",3898,0.26,20,1894.74,5563,0.08,19,2.5
"3899",3899,0.01,4.3,968.64,4737,-0.03,66,2.7
"3900",3900,0.21,6.7,1347.31,6800,0.09,79,2.5
"3901",3901,0.47,29.2,1847.5,5723,0.07,31,2.1
"3902",3902,0.54,22.1,1214.04,8624,0.02,55,2.2
"3903",3903,0.77,-1,1974.57,6868,0.05,35,2.1
"3904",3904,0.94,-1.7,2123.38,7126,-0.01,69,2
"3905",3905,0.9,1.4,1817.41,8492,0,41,2.2
"3906",3906,0.58,-4.4,1512.05,7192,0,93,2.4
"3907",3907,0.09,23.2,2008.78,5488,-0.08,29,2.4
"3908",3908,0.47,10.2,1611.09,8393,0.08,34,2.4
"3909",3909,0.28,-2,634.28,5275,-0.05,69,2.8
"3910",3910,0.38,1.8,586.5,4626,0.1,44,2.7
"3911",3911,0.15,-1.6,2076.27,4174,-0.09,93,2.6
"3912",3912,0.01,2.1,630.56,8866,0.04,77,2.2
"3913",3913,0.79,-4.9,1139.44,9925,-0.07,30,2.1
"3914",3914,1,24.4,1200.98,9794,0.06,63,2.3
"3915",3915,0.24,29,2105.91,4702,0.09,99,2.5
"3916",3916,0.25,4.2,1077.67,5719,-0.08,12,2.9
"3917",3917,0.22,16.6,1415.14,7554,0.03,63,2.9
"3918",3918,0.59,3.4,1159.46,4413,0.08,72,2.3
"3919",3919,0.47,4,2128.1,7307,-0.03,38,2.1
"3920",3920,0.9,5.4,769.02,7668,0.09,81,2.6
"3921",3921,0.13,18.5,1498.45,8209,0.03,83,2.6
"3922",3922,0.95,10.8,1713.44,7416,-0.01,86,2.3
"3923",3923,0.77,13.6,1929.68,6015,0.08,43,2.1
"3924",3924,0.21,17.7,531.91,6921,-0.05,86,2
"3925",3925,0.82,19.3,1562.3,7592,-0.06,44,2.3
"3926",3926,0.27,20.8,559.07,9602,0.08,35,2.1
"3927",3927,0.47,26.6,1651.92,6093,-0.08,22,2.7
"3928",3928,0.96,16.2,2079.64,9328,0,42,2.4
"3929",3929,0.37,4.3,969.73,4242,-0.02,34,3
"3930",3930,0.57,13.4,1716.75,5039,-0.02,50,2.2
"3931",3931,0.39,7.1,1127.65,8966,0.01,10,2.3
"3932",3932,1,-4.3,1860.89,5606,0.03,47,2.3
"3933",3933,0.9,25.3,2469.79,4783,-0.09,46,2
"3934",3934,0.3,12.9,1469.31,6365,0.02,57,2.7
"3935",3935,0.34,11.8,1978.08,7982,0.04,26,2.9
"3936",3936,0.06,15.8,1123.95,8729,-0.05,46,2.4
"3937",3937,0.31,23.8,979.89,8253,-0.04,74,3
"3938",3938,0.31,25.4,806.59,8812,0.07,95,2.5
"3939",3939,0.07,17.1,1044.41,5851,0.07,98,2.7
"3940",3940,0.74,-8,925.41,7441,0.03,38,2.8
"3941",3941,0.85,23.3,800.74,9429,0.02,28,2.1
"3942",3942,0.86,24.9,2243.01,4852,0.05,85,2.5
"3943",3943,0.32,8.7,1547.39,9702,-0.09,88,3
"3944",3944,1,26.4,652.13,8247,-0.1,54,2.8
"3945",3945,0.03,5.7,2116.99,6509,-0.04,94,2.7
"3946",3946,0.85,9,1633.66,9352,0,53,2.7
"3947",3947,0.04,-8.2,2393.43,6167,0.05,74,2.2
"3948",3948,0.23,27.7,1011.8,5804,-0.05,54,2.4
"3949",3949,0.24,27.3,950.44,8139,-0.1,38,2.7
"3950",3950,0.85,-7.9,932.02,9853,-0.04,27,2.4
"3951",3951,0.67,3.2,1163.88,5282,0.01,65,2.9
"3952",3952,0.57,23.9,565.37,8469,-0.07,13,2.8
"3953",3953,0.05,-9.9,1010.64,8465,-0.06,92,2
"3954",3954,0.36,23,1022.29,7971,-0.03,48,2.1
"3955",3955,0.82,2.9,2411.8,8091,-0.09,79,3
"3956",3956,0.12,19.1,585.26,6178,0.09,49,2.6
"3957",3957,0.73,0,2448.12,4892,0.04,64,2.5
"3958",3958,0.17,16.2,2051.2,6972,0.09,72,2.2
"3959",3959,0.03,-8.8,1917.31,5823,0.09,72,2.2
"3960",3960,0.86,6.8,896.12,9558,-0.05,46,2.3
"3961",3961,0.84,1.4,2329.38,6132,-0.09,10,2.2
"3962",3962,0.51,9.1,2178.98,5981,-0.03,79,2.8
"3963",3963,0.3,27.8,570.39,4618,-0.07,57,2.8
"3964",3964,0.24,-4.1,740.83,7201,-0.01,58,2.2
"3965",3965,0.57,15,776.67,9992,0.04,46,2.9
"3966",3966,0.83,-7.6,956.1,7525,0.02,88,2.2
"3967",3967,1,9.1,1780.65,6465,-0.02,98,2.8
"3968",3968,0.67,9.3,902.46,7464,-0.09,18,2.4
"3969",3969,0.05,24.9,2221.72,6994,-0.02,45,2.2
"3970",3970,0.72,-4,1893.6,7032,0.09,64,2.8
"3971",3971,0.6,17,1819.87,7939,0.09,48,2.8
"3972",3972,0.86,5.1,550.09,8974,0.08,61,2.2
"3973",3973,0.62,21.5,2019.6,4092,0.09,88,2.1
"3974",3974,0.82,18.9,2318.59,8202,0.07,53,2.1
"3975",3975,0.63,20.4,818.37,6581,0.08,85,2.9
"3976",3976,0.28,17.1,2348.69,6295,0.03,52,2.8
"3977",3977,0.54,0.3,2118.01,6777,0.1,50,2
"3978",3978,0.22,-7.9,2167.49,9265,-0.06,97,2.2
"3979",3979,0.27,-1.3,863.79,6277,-0.09,11,2.3
"3980",3980,0.27,-7,1687.95,9366,0.04,57,2.7
"3981",3981,0.09,7.2,1497.01,6700,0.05,98,2.6
"3982",3982,0.39,2.9,1594.29,4790,-0.1,40,2.1
"3983",3983,0.19,-10,709.75,5237,-0.02,87,2.3
"3984",3984,0.16,24.4,2001.88,7741,0.06,67,2.3
"3985",3985,0.42,27.9,2026.26,7973,-0.04,73,2.5
"3986",3986,0.83,22.5,1051.2,9471,0.08,85,2.4
"3987",3987,0.87,6.1,2334,7953,0.07,68,2.6
"3988",3988,0.57,11,517.89,6351,0.06,56,2.1
"3989",3989,0.93,-8.1,774.36,9423,-0.04,88,2.3
"3990",3990,0.98,24.5,946.68,7903,0.09,58,2.5
"3991",3991,0.36,9,1427.51,7840,0.06,17,2.8
"3992",3992,0.28,-2.6,2149.02,9786,-0.04,66,2.9
"3993",3993,0.93,-2.2,1818.74,9174,-0.1,60,2.5
"3994",3994,0.32,5.3,676.38,9743,0,27,2.5
"3995",3995,0.73,28.1,2482.41,9631,0.04,99,2.6
"3996",3996,0.62,-5.2,2123.01,8088,-0.03,52,2.5
"3997",3997,0.22,17,773.83,6876,0.05,58,2.8
"3998",3998,0.48,24.8,1840.47,7053,0.06,45,2.8
"3999",3999,0.27,13.6,2488.61,7519,0.05,63,2.8
"4000",4000,0.04,-6.2,660.97,4380,-0.09,18,2.2
"4001",4001,0.12,29.1,2097.86,6632,-0.04,35,2.6
"4002",4002,0.64,0,1679.76,8548,0.07,17,2.4
"4003",4003,0.93,21,1008.09,7068,0.05,80,2.2
"4004",4004,0.73,23.4,1278.5,7565,-0.05,70,2.9
"4005",4005,0.09,22.9,678.7,4091,0,32,3
"4006",4006,0.07,13.8,1888.96,8515,-0.05,16,2.8
"4007",4007,0.46,1.7,2463.06,9694,0.04,72,2.4
"4008",4008,0.76,-8.6,1865.28,5812,0.08,24,2.8
"4009",4009,0.66,0.3,1528.59,7606,0.06,78,2.1
"4010",4010,0.66,11.7,518.66,8635,-0.02,70,2.3
"4011",4011,0.08,17.3,602.39,5513,0.02,31,2.3
"4012",4012,0.46,22.9,796.75,4390,0.02,37,2.6
"4013",4013,0.39,-2.4,1401.43,6684,-0.09,96,2.2
"4014",4014,0.43,-4.5,1956.12,9480,-0.03,29,2.2
"4015",4015,0.44,23.7,1674.47,9152,0.03,19,2.6
"4016",4016,0.14,14.3,544.86,6282,-0.04,81,2.1
"4017",4017,0.71,27,1812.64,9011,-0.07,82,2.5
"4018",4018,0.17,7.4,1230.09,4827,-0.03,88,2.9
"4019",4019,0.54,-6.3,1863.7,5460,0.08,71,2.9
"4020",4020,0.39,6.4,970.4,9753,-0.03,83,2.4
"4021",4021,0.12,14.3,682.48,4388,-0.09,51,2.8
"4022",4022,0.25,10.5,2353.5,7117,-0.06,76,2.7
"4023",4023,0.11,20.2,1710.41,7992,0.09,26,2.4
"4024",4024,0.87,-8.9,1194.65,7908,-0.04,24,2.1
"4025",4025,0.94,29.5,2484.06,9084,-0.02,60,2.7
"4026",4026,0.58,17.2,1988.98,7557,-0.03,80,2.9
"4027",4027,0.19,18.2,1367.7,6639,-0.02,47,2.4
"4028",4028,0.82,-5.8,2187.85,6863,-0.05,98,3
"4029",4029,0.02,27.4,2209.08,4692,-0.04,73,2.4
"4030",4030,0.59,-0.5,2326.52,8776,0.04,42,2.5
"4031",4031,0.52,-3.7,1550.7,5091,0.06,74,2.6
"4032",4032,0.22,24.5,1231.69,5165,-0.02,40,2.3
"4033",4033,0.11,24.3,2383.35,5515,-0.04,17,2.7
"4034",4034,0.24,-8.3,2495.86,8878,0.04,46,2.9
"4035",4035,0.48,21.1,1474.08,4089,-0.08,16,2.8
"4036",4036,0.85,18,733.7,7867,-0.1,81,3
"4037",4037,0.34,7.7,2207.3,4611,-0.07,26,2.1
"4038",4038,0.7,2.8,1385.06,4442,-0.03,36,2.9
"4039",4039,0.57,-5.4,2359.46,5870,0.01,95,2.5
"4040",4040,0.23,18.4,2424.17,6741,0.06,57,2.3
"4041",4041,0.23,23.1,2411.32,4352,-0.07,36,2.9
"4042",4042,0.91,27.3,759.34,8538,-0.08,72,2.8
"4043",4043,0.09,8.6,2023.83,5221,0,11,2.9
"4044",4044,0.27,24.9,2408.77,5051,0,23,2.2
"4045",4045,0.37,1.5,597.11,8437,0.09,89,2.5
"4046",4046,0.93,20.8,589.79,8729,-0.07,86,2.5
"4047",4047,0.96,15.9,1609.03,8373,-0.05,39,2.7
"4048",4048,0.85,3.5,1125.57,8041,0.01,18,2.1
"4049",4049,0.72,4.7,1651.58,8358,-0.1,90,2.4
"4050",4050,0.11,20.6,853.43,7165,0.09,12,2.9
"4051",4051,0,-0.2,988.18,5052,0.08,57,2.2
"4052",4052,0.49,10.3,1603.37,6026,0.08,74,2.4
"4053",4053,0.92,17.3,1312.08,5745,-0.02,50,2.2
"4054",4054,0.84,12,696.35,6376,0.09,34,2.5
"4055",4055,0.44,28.9,1721.94,7404,0.08,44,2.5
"4056",4056,0.96,-2.7,2020.24,5616,0.04,94,2.8
"4057",4057,0.63,5.1,973.97,6200,0.02,28,3
"4058",4058,0.28,-8.7,1296.41,8670,-0.04,29,2.4
"4059",4059,0.28,22.3,1208.44,8537,0.05,30,2.2
"4060",4060,0.13,2.4,1137.1,9526,-0.04,44,2
"4061",4061,0.58,24.8,2467.31,5420,0.08,17,2.3
"4062",4062,0.64,-2.8,1819.39,4064,0.05,56,2.7
"4063",4063,0.33,-0.2,840.23,6498,-0.07,66,2.1
"4064",4064,0.83,-2.9,1343.99,6189,-0.02,13,2.2
"4065",4065,0.58,4.7,993.17,5642,-0.05,97,2.2
"4066",4066,0.43,5.1,1548.55,8232,-0.05,34,2.3
"4067",4067,0.03,14.2,503.87,8100,0.08,18,2
"4068",4068,0.84,-6.2,911.38,9632,-0.04,36,2.8
"4069",4069,0.67,29.2,2307.82,7123,-0.02,93,2.3
"4070",4070,0.19,14.3,1782.33,7045,-0.09,12,2.8
"4071",4071,0.03,23.5,2346.65,7736,-0.06,89,2.3
"4072",4072,0.2,17.2,2254.85,7769,-0.09,45,2.8
"4073",4073,0.78,23.5,1069.86,7215,-0.01,64,2.1
"4074",4074,0.69,-1.5,1592.63,4132,0.05,89,2.3
"4075",4075,0.53,9.4,871.89,8423,-0.03,85,2.3
"4076",4076,0.28,-5.4,1923.01,4081,-0.07,77,2.8
"4077",4077,0.56,-1.4,619.06,4899,0.1,52,2
"4078",4078,0.51,-3.5,2460.95,4745,0.09,32,2.5
"4079",4079,0.96,-2.3,1010.11,7572,0.1,50,2.4
"4080",4080,0.94,0.5,1524.98,8458,-0.02,42,2.1
"4081",4081,0.33,18.7,631.61,8892,-0.05,81,2.1
"4082",4082,0.62,-8.2,1821.69,7608,-0.06,69,2.3
"4083",4083,0.95,22.8,2375.27,9751,-0.07,46,2.9
"4084",4084,0.77,17.5,2471.12,4743,-0.08,34,2.5
"4085",4085,0.92,-4.3,594.12,6568,-0.06,90,2.7
"4086",4086,0.7,1.8,1871.1,4277,-0.02,66,2.2
"4087",4087,0.85,20,1546.84,6845,-0.08,92,2.2
"4088",4088,0.95,5.4,1818.18,5959,-0.06,19,2.2
"4089",4089,0.75,22.8,1759.48,4102,0.05,31,2.3
"4090",4090,0.98,5.5,696.71,9146,-0.08,11,2.2
"4091",4091,0.71,17.6,2062.95,5149,0.1,93,2.6
"4092",4092,0.32,0.8,2325.01,8102,-0.02,46,2.7
"4093",4093,0.9,16.7,2015.86,6521,-0.08,56,2.5
"4094",4094,0.52,20.4,1769.88,5483,-0.05,65,2.4
"4095",4095,0.93,10.2,1852.56,7113,0.08,30,2.7
"4096",4096,0.42,26.3,958.15,8436,0.06,48,2.3
"4097",4097,0.43,29.7,2347.73,7494,-0.02,30,2.9
"4098",4098,0.73,25,1100.92,6544,0.06,54,2.6
"4099",4099,0.31,-6.2,1263.58,8658,-0.06,84,2.4
"4100",4100,0.79,13.4,1437.48,9983,0.01,54,2.3
"4101",4101,0.35,18.7,1577.75,5709,0.05,31,2.9
"4102",4102,0.27,4.3,1630.07,7092,-0.1,73,2.3
"4103",4103,0.97,11.9,1039.46,5527,0.04,98,2.8
"4104",4104,0.39,22.6,2005.25,9573,0.04,75,2.5
"4105",4105,0.04,-3.6,1397.13,7613,0.05,77,3
"4106",4106,0.74,2.4,1835.06,6600,0.03,70,2.7
"4107",4107,0.46,3.6,922.78,9599,-0.06,71,2.7
"4108",4108,0.9,-3,1844.75,6358,-0.03,40,2.5
"4109",4109,0.98,8.8,1708.09,5800,0.05,93,2.1
"4110",4110,0.16,24.7,1002.46,9025,0.06,37,2.9
"4111",4111,0.03,3.6,1392.56,5045,-0.05,80,2.4
"4112",4112,0.14,22.8,2387.03,7856,0.09,35,2.8
"4113",4113,0.52,23.4,872.14,9306,0.03,81,2.7
"4114",4114,0.34,20.9,694.27,8147,0.07,92,2.6
"4115",4115,0.5,18.4,2025.72,5751,-0.09,11,2.6
"4116",4116,0.45,7.1,562.45,4024,-0.02,93,3
"4117",4117,0.27,-1.6,1149.87,6153,0.07,88,2.5
"4118",4118,0.34,29.4,1061.35,9842,-0.01,70,2.7
"4119",4119,0.18,24.7,929.76,5136,-0.06,44,2.6
"4120",4120,0.94,-1.8,2160.05,6374,0.02,18,2.5
"4121",4121,0.27,1.8,559.33,9150,0.04,77,2.9
"4122",4122,0.18,29.6,1923.82,4344,-0.07,20,2.6
"4123",4123,0.9,10.6,2286.79,6306,0,93,2.4
"4124",4124,0.01,12.8,1980.18,5627,-0.02,25,2.3
"4125",4125,0.39,30,1436.68,4379,0.06,58,2.6
"4126",4126,0.62,3.3,850.89,4459,0.05,19,2.2
"4127",4127,0.4,24.4,2245.5,8797,-0.09,42,3
"4128",4128,0.35,27,1420.66,8337,0.07,29,2.4
"4129",4129,0.71,-5.8,2135.44,5065,-0.02,79,2.3
"4130",4130,0.97,-0.2,1903.99,4307,-0.03,48,2.7
"4131",4131,0.91,-2.3,1545.12,9798,-0.03,97,2.5
"4132",4132,0.46,27.3,998.44,7529,0.09,95,2.3
"4133",4133,0.84,15.3,1967.65,8890,-0.06,49,2.4
"4134",4134,0.32,-1.4,2069.43,9977,0.01,82,3
"4135",4135,0.92,-3.9,545.37,6953,-0.03,66,2.8
"4136",4136,0.08,20,1230.51,8475,0.04,35,2.1
"4137",4137,0.88,-6.4,1072.54,4118,0.06,66,2.1
"4138",4138,0.76,-3,1817.8,8900,-0.1,33,2.1
"4139",4139,0.96,20.5,2001.43,9453,0.07,20,2.9
"4140",4140,0.72,16.5,818.68,4422,0,23,2.5
"4141",4141,0.87,5.9,1513.06,9927,0.07,99,2.1
"4142",4142,0.11,-8.1,2263.41,4466,0.05,83,2
"4143",4143,0.7,28.5,2117.41,9430,0.04,94,2
"4144",4144,0.71,18.7,1889.98,9733,0,74,2.5
"4145",4145,0.66,-3.3,1650.94,4082,0,75,2.3
"4146",4146,0.2,6.5,2465.67,5542,-0.07,24,2.4
"4147",4147,0.33,11.6,1207.56,4267,0,76,2.2
"4148",4148,0.94,14.9,893.08,9741,0,94,2.6
"4149",4149,0.92,-6.5,1033.21,5631,-0.07,23,2.5
"4150",4150,0.51,16.8,2170.52,8553,-0.04,26,2.7
"4151",4151,0.83,4,2192.11,6010,-0.05,80,2.3
"4152",4152,0.14,22.8,2476.74,5925,0.02,76,2.3
"4153",4153,0.29,-5.7,1930.27,9634,-0.04,21,2.5
"4154",4154,0.5,8.2,2188.43,5887,0.08,31,2.1
"4155",4155,0.95,5.4,1996.84,7815,-0.08,52,2.4
"4156",4156,0.41,7,2372.13,4719,-0.03,90,2.5
"4157",4157,0.02,18.9,628.03,4309,0.03,46,2.7
"4158",4158,0.33,10,533.69,9226,-0.08,64,2.5
"4159",4159,0.99,3.2,907.21,4256,0.08,54,2.5
"4160",4160,0.42,23.3,1799.31,7648,0.07,40,2.2
"4161",4161,0.86,14.2,2425.7,6256,0.02,67,2.8
"4162",4162,0.13,-3.9,717.65,8909,0.09,72,2.6
"4163",4163,0.28,28.1,1588.53,9604,0.05,15,2.1
"4164",4164,0.43,7.5,1320.65,8043,-0.08,93,2.8
"4165",4165,0.02,-5.8,530.5,5628,0.03,90,2
"4166",4166,0.74,29.4,719.1,8925,-0.06,10,2.6
"4167",4167,0.34,4,937.71,4999,0.02,14,2.3
"4168",4168,0.19,-6.1,2166.25,6136,-0.07,53,2.6
"4169",4169,0.16,4.2,2438.67,5311,0.09,97,2.1
"4170",4170,0.39,12.1,1714.47,9318,0.05,34,2.8
"4171",4171,0.59,0.2,1636.23,8616,0.09,13,2.2
"4172",4172,0.27,11.8,649.66,7658,-0.04,45,2.6
"4173",4173,0.61,28.4,1536.52,4777,0.01,38,2
"4174",4174,0.16,15.4,917.3,9026,0.07,20,2.5
"4175",4175,0.29,-7.9,1846.74,7375,-0.1,34,2.2
"4176",4176,0.35,4.8,1063.09,5372,0.08,60,2.8
"4177",4177,0.33,25.4,1748.46,6205,0.01,11,2.4
"4178",4178,0.04,5.6,1033.14,5028,0.04,65,2.1
"4179",4179,0.88,24.2,910.21,9881,0.03,88,2.9
"4180",4180,0.7,19.6,1000.63,5133,0.03,62,2.2
"4181",4181,0.31,-4.4,1615.1,7077,0.08,79,2.4
"4182",4182,0.14,26.3,742.81,8022,0.03,88,2
"4183",4183,0.51,16.1,986.81,9858,-0.08,64,2.1
"4184",4184,0.31,-9.8,2043.73,6883,-0.09,27,2.6
"4185",4185,0.66,-0.6,2499.48,6984,0.08,21,2.9
"4186",4186,0.81,0.6,1661.77,9241,0.05,93,2.8
"4187",4187,0.98,23.3,1306.28,5857,-0.06,91,2
"4188",4188,0.47,-4.4,1079.8,9737,0,44,2.7
"4189",4189,0.16,17.8,1400.2,8156,-0.07,26,3
"4190",4190,0.02,4.6,812.21,5826,-0.07,47,2.5
"4191",4191,0.33,0.1,1070.9,4331,0.04,30,3
"4192",4192,0.58,-4.6,2196.67,6520,0.01,77,2.3
"4193",4193,0.26,8.8,1210.59,5916,-0.08,25,2.2
"4194",4194,0.35,8.9,2006.5,5870,-0.07,78,2.6
"4195",4195,0.11,22.5,1174.06,5892,0.02,96,2.2
"4196",4196,0.17,-2.1,1601.81,4983,0.05,37,2.2
"4197",4197,0.91,27.2,1980.88,4410,0.05,48,2.8
"4198",4198,0.6,3.2,1061.87,9704,0.04,37,2.2
"4199",4199,0.51,19,1299.62,4034,-0.1,51,2.2
"4200",4200,0.8,-1.3,1192.71,8550,-0.06,21,2.2
"4201",4201,0.34,1.4,1048.79,8498,0.1,13,2.1
"4202",4202,0.65,21.3,2345.93,8246,-0.02,43,2.6
"4203",4203,0.05,23.6,2331.21,8914,0,26,2.1
"4204",4204,0.03,0.8,600.19,4719,0.02,26,2.7
"4205",4205,0.19,-7.4,1494.4,7347,-0.1,47,2.9
"4206",4206,0.79,16.8,1908.11,9162,-0.03,14,2.5
"4207",4207,0.47,24.1,2010,4349,0.01,60,2.4
"4208",4208,0.91,7.9,1401.93,7782,0.06,56,2.3
"4209",4209,0.85,24.9,1003.5,7374,0.07,19,2.4
"4210",4210,0.45,27.5,1535.31,5259,-0.02,71,2.1
"4211",4211,0.44,22.9,2292.4,9795,-0.08,64,2.7
"4212",4212,0.44,17.9,1271.29,7352,-0.06,44,2.8
"4213",4213,0.92,8.9,2137.25,9831,0,69,2.4
"4214",4214,0.05,-7,962.61,6390,0.03,83,2.1
"4215",4215,0.19,24.4,1485.25,7115,0.08,15,2.3
"4216",4216,0.08,15.2,689.02,7427,0.05,96,2.4
"4217",4217,0.43,22.5,2250.48,4547,-0.05,97,2.8
"4218",4218,0.67,8.9,2371.45,6591,-0.08,23,2.5
"4219",4219,0.15,9.7,943.44,8107,0.1,38,2.5
"4220",4220,0.34,7.9,2079.39,6919,0.02,43,2.4
"4221",4221,0.84,-2.5,842.37,9845,0,50,2.5
"4222",4222,0.25,-8.8,2237.58,9891,0.1,54,2.8
"4223",4223,0.78,9.2,2178.72,8954,0.03,71,2.2
"4224",4224,0.76,29,2295.45,6474,-0.03,56,2.8
"4225",4225,0.11,23.4,699.73,6989,-0.03,29,2.8
"4226",4226,0.14,18,798.69,8757,0.1,99,2.9
"4227",4227,0.56,10.5,2275.38,6815,-0.05,90,2.9
"4228",4228,0.34,14.5,1978.51,7978,0.03,72,2.2
"4229",4229,0.17,28.4,1267.09,4837,0.03,28,2.6
"4230",4230,0.05,21.2,1021.16,5724,0,45,2.2
"4231",4231,0.74,-0.1,1290.57,7813,-0.01,33,2.3
"4232",4232,0.52,4.2,966.73,9485,0.06,21,2.3
"4233",4233,0.74,-7.2,992.52,8493,-0.04,58,2.5
"4234",4234,0.08,27.7,874.26,4571,-0.03,79,2.7
"4235",4235,0.16,1,1579.43,5377,0.08,25,2.5
"4236",4236,0.85,27.7,557.42,5951,-0.05,11,2.8
"4237",4237,0.51,6,1460.27,9263,0.07,49,2.3
"4238",4238,0.12,4.9,1205.67,4395,-0.01,79,2.3
"4239",4239,0.71,17.9,1671.01,6254,0.07,93,2.7
"4240",4240,0.26,-7.1,1846.25,4625,-0.05,49,2.2
"4241",4241,0.59,-3.2,1907.49,7835,0.04,14,2.6
"4242",4242,0.06,27.9,1766.52,5447,-0.09,75,2.2
"4243",4243,0.49,15.1,516.97,7672,0.03,71,2.1
